,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_advantage,match_outcome,home_team_recent_form,away_team_recent_form
15806,1987-10-14,Republic of Ireland,Bulgaria,2,0,UEFA Euro qualification,Dublin,Republic of Ireland,False,1,1,0.6,0.8
15807,1987-10-14,Poland,Netherlands,0,2,UEFA Euro qualification,Zabrze,Poland,False,1,2,0.4,0.4
15808,1987-10-14,Scotland,Belgium,2,0,UEFA Euro qualification,Glasgow,Scotland,False,1,1,0.4,0.2
15809,1987-10-14,Spain,Austria,2,0,UEFA Euro qualification,Seville,Spain,False,1,1,0.4,0.6
15811,1987-10-17,Switzerland,Italy,0,0,UEFA Euro qualification,Berne,Switzerland,False,1,0,0.4,0.4
15817,1987-10-28,Netherlands,Cyprus,8,0,UEFA Euro qualification,Rotterdam,Netherlands,False,1,1,0.4,0.0
15818,1987-10-28,Russia,Iceland,2,0,UEFA Euro qualification,Simferopol,Soviet Union,False,1,1,0.4,0.4
15815,1987-10-28,Albania,Romania,0,1,UEFA Euro qualification,Vlorë,Albania,False,1,2,0.0,0.6
15822,1987-11-10,Republic of Ireland,Israel,5,0,Friendly,Dublin,Republic of Ireland,False,1,1,0.6,0.0
15823,1987-11-11,Belgium,Luxembourg,3,0,UEFA Euro qualification,Brussels,Belgium,False,1,1,0.2,0.0
15824,1987-11-11,Bulgaria,Scotland,0,1,UEFA Euro qualification,Sofia,Bulgaria,False,1,2,0.8,0.4
15825,1987-11-11,Cyprus,Poland,0,1,UEFA Euro qualification,Limassol,Cyprus,False,1,2,0.0,0.4
15828,1987-11-11,Northern Ireland,Turkey,1,0,UEFA Euro qualification,Belfast,Northern Ireland,False,1,1,0.0,0.2
15829,1987-11-11,Portugal,Switzerland,0,0,UEFA Euro qualification,Porto,Portugal,False,1,0,0.4,0.4
15831,1987-11-14,Italy,Sweden,2,1,UEFA Euro qualification,Naples,Italy,False,1,1,0.2,0.2
15832,1987-11-15,Malta,Switzerland,1,1,UEFA Euro qualification,Attard,Malta,False,1,0,0.0,0.2
15836,1987-11-18,Spain,Albania,5,0,UEFA Euro qualification,Seville,Spain,False,1,1,0.6,0.0
15833,1987-11-18,Austria,Romania,0,0,UEFA Euro qualification,Vienna,Austria,False,1,0,0.4,0.6
15835,1987-11-18,Hungary,Germany,0,0,Friendly,Budapest,Hungary,False,1,0,0.4,0.6
15852,1987-12-02,Luxembourg,Scotland,0,0,UEFA Euro qualification,Esch-sur-Alzette,Luxembourg,False,1,0,0.0,0.6
15850,1987-12-02,Hungary,Cyprus,1,0,UEFA Euro qualification,Budapest,Hungary,False,1,1,0.4,0.0
15851,1987-12-02,Israel,Malta,1,1,Friendly,Haifa,Israel,False,1,0,0.0,0.0
15854,1987-12-05,Italy,Portugal,3,0,UEFA Euro qualification,Milan,Italy,False,1,1,0.2,0.4
15864,1987-12-09,Netherlands,Cyprus,4,0,UEFA Euro qualification,Amsterdam,Netherlands,False,1,1,0.6,0.0
15895,1987-12-16,Greece,Netherlands,0,3,UEFA Euro qualification,Rhodes,Greece,False,1,2,0.2,0.8
15896,1987-12-16,Israel,Switzerland,0,2,Friendly,Ramat Gan,Israel,False,1,2,0.0,0.0
15914,1987-12-20,Malta,Portugal,0,1,UEFA Euro qualification,Attard,Malta,False,1,2,0.0,0.2
15933,1988-01-15,Finland,Sweden,0,1,Friendly,Las Palmas,Spain,True,0,2,0.0,0.2
15937,1988-01-19,Israel,Belgium,2,3,Friendly,Ramat Gan,Israel,False,1,2,0.0,0.2
15942,1988-01-27,Israel,France,1,1,Friendly,Ramat Gan,Israel,False,1,0,0.0,0.2
15947,1988-02-02,France,Switzerland,2,1,Tournoi de France,Toulouse,France,False,1,1,0.0,0.2
15950,1988-02-03,Israel,Romania,0,2,Friendly,Haifa,Israel,False,1,2,0.0,0.4
15952,1988-02-05,Austria,Switzerland,1,2,Tournoi de France,Monaco,Monaco,True,0,2,0.2,0.2
15956,1988-02-06,Poland,Romania,2,2,Friendly,Haifa,Israel,True,0,0,0.6,0.4
15957,1988-02-07,Malta,Finland,2,0,Malta International Tournament,Attard,Malta,False,1,1,0.0,0.0
15961,1988-02-10,Israel,Poland,1,3,Friendly,Ramat Gan,Israel,False,1,2,0.0,0.6
15973,1988-02-17,Greece,Northern Ireland,3,2,Friendly,Athens,Greece,False,1,1,0.2,0.2
15974,1988-02-17,Israel,England,0,0,Friendly,Ramat Gan,Israel,False,1,0,0.0,0.4
15978,1988-02-20,Italy,Russia,4,1,Friendly,Bari,Italy,False,1,1,0.4,0.6
16012,1988-03-16,Hungary,Turkey,1,0,Friendly,Budapest,Hungary,False,1,1,0.4,0.0
16027,1988-03-22,Malta,Scotland,1,1,Friendly,Attard,Malta,False,1,0,0.2,0.6
16035,1988-03-23,Northern Ireland,Poland,1,1,Friendly,Belfast,Northern Ireland,False,1,0,0.2,0.6
16032,1988-03-23,Greece,Russia,0,4,Friendly,Athens,Greece,False,1,2,0.2,0.6
16033,1988-03-23,Republic of Ireland,Romania,2,0,Friendly,Dublin,Republic of Ireland,False,1,1,0.8,0.4
16030,1988-03-23,England,Netherlands,2,2,Friendly,London,England,False,1,0,0.2,0.8
16031,1988-03-23,France,Spain,2,1,Friendly,Bordeaux,France,False,1,1,0.2,0.8
16037,1988-03-26,Belgium,Hungary,3,0,Friendly,Brussels,Belgium,False,1,1,0.4,0.6
16046,1988-03-31,Germany,Sweden,1,1,Four Nations Tournament,Berlin,Germany,False,1,0,0.6,0.4
16049,1988-04-02,Sweden,Russia,2,0,Four Nations Tournament,Berlin,Germany,True,0,1,0.2,0.6
16051,1988-04-06,Greece,Austria,2,2,Friendly,Piraeus,Greece,False,1,0,0.2,0.2
16076,1988-04-27,Spain,Scotland,0,0,Friendly,Madrid,Spain,False,1,0,0.6,0.6
16069,1988-04-27,Austria,Denmark,1,0,Friendly,Vienna,Austria,False,1,1,0.0,0.4
16071,1988-04-27,Germany,Switzerland,1,0,Friendly,Kaiserslautern,Germany,False,1,1,0.4,0.4
16072,1988-04-27,Hungary,England,0,0,Friendly,Budapest,Hungary,False,1,0,0.6,0.2
16074,1988-04-27,Luxembourg,Italy,0,3,Friendly,Luxembourg,Luxembourg,False,1,2,0.0,0.6
16075,1988-04-27,Northern Ireland,France,0,0,Friendly,Belfast,Northern Ireland,False,1,0,0.2,0.4
16077,1988-04-27,Sweden,Wales,4,1,Friendly,Solna,Sweden,False,1,1,0.4,0.4
16092,1988-05-04,Hungary,Iceland,3,0,Friendly,Budapest,Hungary,False,1,1,0.4,0.4
16099,1988-05-10,Hungary,Denmark,2,2,Friendly,Budapest,Hungary,False,1,0,0.6,0.2
16105,1988-05-17,Hungary,Austria,0,4,Friendly,Budapest,Hungary,False,1,2,0.4,0.2
16110,1988-05-21,England,Scotland,1,0,Rous Cup,London,England,False,1,1,0.2,0.4
16111,1988-05-21,Northern Ireland,Malta,3,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,1,1,0.2,0.2
16112,1988-05-22,Republic of Ireland,Poland,3,1,Friendly,Dublin,Republic of Ireland,False,1,1,1.0,0.4
16115,1988-05-24,Netherlands,Bulgaria,1,2,Friendly,Rotterdam,Netherlands,False,1,2,0.8,0.6
16123,1988-05-28,Switzerland,England,0,1,Friendly,Basel,Switzerland,False,1,2,0.4,0.4
16132,1988-06-01,Russia,Poland,2,1,Friendly,Moscow,Soviet Union,False,1,1,0.6,0.4
16131,1988-06-01,Norway,Republic of Ireland,0,0,Friendly,Oslo,Norway,False,1,0,0.2,1.0
16133,1988-06-01,Spain,Sweden,1,3,Friendly,Salamanca,Spain,False,1,2,0.6,0.6
16128,1988-06-01,Malta,Wales,2,3,Friendly,Attard,Malta,False,1,2,0.2,0.4
16130,1988-06-01,Netherlands,Romania,2,0,Friendly,Amsterdam,Netherlands,False,1,1,0.6,0.4
16141,1988-06-04,Italy,Wales,0,1,Friendly,Brescia,Italy,False,1,2,0.8,0.6
16144,1988-06-05,Denmark,Belgium,3,1,Friendly,Odense,Denmark,False,1,1,0.2,0.6
16145,1988-06-05,Switzerland,Spain,1,1,Friendly,Basel,Switzerland,False,1,0,0.4,0.4
16149,1988-06-10,Germany,Italy,1,1,UEFA Euro,Düsseldorf,Germany,False,1,0,0.4,0.8
16152,1988-06-11,Denmark,Spain,2,3,UEFA Euro,Hanover,Germany,True,0,2,0.4,0.2
16153,1988-06-12,England,Republic of Ireland,0,1,UEFA Euro,Stuttgart,Germany,True,0,2,0.4,0.8
16154,1988-06-12,Netherlands,Russia,0,1,UEFA Euro,Cologne,Germany,True,0,2,0.6,0.6
16156,1988-06-14,Germany,Denmark,2,0,UEFA Euro,Gelsenkirchen,Germany,False,1,1,0.2,0.4
16157,1988-06-14,Italy,Spain,1,0,UEFA Euro,Frankfurt am Main,Germany,True,0,1,0.6,0.2
16162,1988-06-15,Republic of Ireland,Russia,1,1,UEFA Euro,Hanover,Germany,True,0,0,0.8,0.6
16160,1988-06-15,England,Netherlands,1,3,UEFA Euro,Düsseldorf,Germany,True,0,2,0.4,0.4
16168,1988-06-17,Italy,Denmark,2,0,UEFA Euro,Cologne,Germany,True,0,1,0.6,0.2
16165,1988-06-17,Germany,Spain,2,0,UEFA Euro,Munich,Germany,False,1,1,0.4,0.2
16169,1988-06-18,England,Russia,1,3,UEFA Euro,Frankfurt am Main,Germany,True,0,2,0.4,0.6
16170,1988-06-18,Republic of Ireland,Netherlands,0,1,UEFA Euro,Gelsenkirchen,Germany,True,0,2,0.6,0.4
16175,1988-06-21,Germany,Netherlands,1,2,UEFA Euro,Hamburg,Germany,False,1,2,0.6,0.6
16179,1988-06-22,Russia,Italy,2,0,UEFA Euro,Stuttgart,Germany,True,0,1,0.6,0.6
16181,1988-06-25,Russia,Netherlands,0,2,UEFA Euro,Munich,Germany,True,0,2,0.8,0.8
16239,1988-08-04,Finland,Bulgaria,1,1,Friendly,Vaasa,Finland,False,1,0,0.0,0.6
16248,1988-08-07,Iceland,Bulgaria,2,3,Friendly,Reykjavík,Iceland,False,1,2,0.4,0.4
16249,1988-08-09,Norway,Bulgaria,1,1,Friendly,Oslo,Norway,False,1,0,0.0,0.4
16251,1988-08-17,Finland,Russia,0,0,Friendly,Turku,Finland,False,1,0,0.0,0.6
16256,1988-08-24,Poland,Bulgaria,3,2,Friendly,Białystok,Poland,False,1,1,0.2,0.4
16255,1988-08-24,Iceland,Faroe Islands,1,0,Friendly,Akranes,Iceland,False,1,1,0.4,0.0
16258,1988-08-31,Austria,Hungary,0,0,Friendly,Linz,Austria,False,1,0,0.4,0.2
16259,1988-08-31,Finland,Germany,0,4,FIFA World Cup qualification,Helsinki,Finland,False,1,2,0.0,0.6
16261,1988-08-31,Iceland,Russia,1,1,FIFA World Cup qualification,Reykjavík,Iceland,False,1,0,0.4,0.4
16262,1988-08-31,Sweden,Denmark,1,2,Friendly,Solna,Sweden,False,1,2,0.8,0.2
16266,1988-09-14,England,Denmark,1,0,Friendly,London,England,False,1,1,0.4,0.4
16267,1988-09-14,Netherlands,Wales,1,0,FIFA World Cup qualification,Amsterdam,Netherlands,False,1,1,0.8,0.6
16268,1988-09-14,Northern Ireland,Republic of Ireland,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,1,0,0.4,0.4
16269,1988-09-14,Norway,Scotland,1,2,FIFA World Cup qualification,Oslo,Norway,False,1,2,0.0,0.2
16273,1988-09-20,Romania,Albania,3,0,Friendly,Constanţa,Romania,False,1,1,0.2,0.0
16277,1988-09-21,Luxembourg,Switzerland,1,4,FIFA World Cup qualification,Luxembourg,Luxembourg,False,1,2,0.0,0.2
16279,1988-09-21,Turkey,Greece,3,1,Friendly,Istanbul,Turkey,False,1,1,0.0,0.2
16275,1988-09-21,Germany,Russia,1,0,Friendly,Düsseldorf,Germany,False,1,1,0.6,0.4
16276,1988-09-21,Iceland,Hungary,0,3,Friendly,Reykjavík,Iceland,False,1,2,0.2,0.2
16285,1988-09-28,Denmark,Iceland,1,0,Friendly,Copenhagen,Denmark,False,1,1,0.2,0.2
16286,1988-09-28,France,Norway,1,0,FIFA World Cup qualification,Paris,France,False,1,1,0.4,0.0
16302,1988-10-12,Cyprus,Malta,0,1,Friendly,Limassol,Cyprus,False,1,2,0.0,0.2
16305,1988-10-12,Sweden,Portugal,0,0,Friendly,Gothenburg,Sweden,False,1,0,0.6,0.4
16306,1988-10-12,Turkey,Iceland,1,1,FIFA World Cup qualification,Istanbul,Turkey,False,1,0,0.2,0.2
16315,1988-10-18,Israel,Malta,2,0,Friendly,Beer Sheva,Israel,False,1,1,0.0,0.4
16329,1988-10-19,Wales,Finland,2,2,FIFA World Cup qualification,Swansea,Wales,False,1,0,0.4,0.0
16327,1988-10-19,Russia,Austria,2,0,FIFA World Cup qualification,Kyiv,Soviet Union,True,0,1,0.2,0.4
16326,1988-10-19,Poland,Albania,1,0,FIFA World Cup qualification,Chorzów,Poland,False,1,1,0.4,0.0
16325,1988-10-19,Italy,Norway,2,1,Friendly,Pescara,Italy,False,1,1,0.4,0.0
16323,1988-10-19,Hungary,Northern Ireland,1,0,FIFA World Cup qualification,Budapest,Hungary,False,1,1,0.4,0.2
16322,1988-10-19,Greece,Denmark,1,1,FIFA World Cup qualification,Athens,Greece,False,1,0,0.2,0.4
16319,1988-10-19,England,Sweden,0,0,FIFA World Cup qualification,London,England,False,1,0,0.4,0.6
16318,1988-10-19,Bulgaria,Romania,1,3,FIFA World Cup qualification,Sofia,Bulgaria,False,1,2,0.4,0.4
16317,1988-10-19,Belgium,Switzerland,1,0,FIFA World Cup qualification,Brussels,Belgium,False,1,1,0.6,0.4
16321,1988-10-19,Germany,Netherlands,0,0,FIFA World Cup qualification,Munich,Germany,False,1,0,0.8,1.0
16331,1988-10-22,Cyprus,France,1,1,FIFA World Cup qualification,Nicosia,Cyprus,False,1,0,0.0,0.6
16345,1988-11-02,Austria,Turkey,3,2,FIFA World Cup qualification,Vienna,Austria,False,1,1,0.4,0.2
16346,1988-11-02,Cyprus,Norway,0,3,FIFA World Cup qualification,Limassol,Cyprus,False,1,2,0.0,0.0
16347,1988-11-02,Denmark,Bulgaria,1,1,FIFA World Cup qualification,Copenhagen,Denmark,False,1,0,0.4,0.2
16348,1988-11-02,Romania,Greece,3,0,FIFA World Cup qualification,Bucharest,Romania,False,1,1,0.4,0.2
16351,1988-11-05,Albania,Sweden,1,2,FIFA World Cup qualification,Tirana,Albania,False,1,2,0.0,0.4
16375,1988-11-15,Greece,Hungary,3,0,Friendly,Piraeus,Greece,False,1,1,0.0,0.4
16381,1988-11-16,Spain,Republic of Ireland,2,0,FIFA World Cup qualification,Seville,Spain,False,1,1,0.2,0.2
16379,1988-11-16,Portugal,Luxembourg,1,0,FIFA World Cup qualification,Porto,Portugal,False,1,1,0.4,0.0
16377,1988-11-16,Italy,Netherlands,1,0,Friendly,Rome,Italy,False,1,1,0.6,0.8
16395,1988-11-23,Malta,Cyprus,1,1,Friendly,Attard,Malta,False,1,0,0.2,0.0
16397,1988-11-23,Romania,Israel,3,0,Friendly,Sibiu,Romania,False,1,1,0.6,0.2
16440,1988-12-11,Malta,Hungary,2,2,FIFA World Cup qualification,Attard,Malta,False,1,0,0.2,0.4
16457,1988-12-21,Spain,Northern Ireland,4,0,FIFA World Cup qualification,Seville,Spain,False,1,1,0.4,0.2
16458,1988-12-22,Italy,Scotland,2,0,Friendly,Perugia,Italy,False,1,1,0.8,0.2
16461,1989-01-04,Israel,Netherlands,0,2,Friendly,Ramat Gan,Israel,False,1,2,0.2,0.6
16474,1989-01-11,Malta,Israel,1,2,Friendly,Attard,Malta,False,1,2,0.2,0.2
16479,1989-01-18,Albania,Greece,1,1,Friendly,Tirana,Albania,False,1,0,0.0,0.2
16488,1989-01-22,Malta,Spain,0,2,FIFA World Cup qualification,Attard,Malta,False,1,2,0.2,0.6
16492,1989-01-25,Greece,Portugal,1,2,Friendly,Athens,Greece,False,1,2,0.2,0.4
16510,1989-02-07,Republic of Ireland,France,0,0,Friendly,Dublin,Republic of Ireland,False,1,0,0.2,0.6
16512,1989-02-08,Cyprus,Scotland,2,3,FIFA World Cup qualification,Limassol,Cyprus,False,1,2,0.0,0.2
16513,1989-02-08,Greece,England,1,2,Friendly,Athens,Greece,False,1,2,0.2,0.2
16514,1989-02-08,Israel,Wales,3,3,Friendly,Ramat Gan,Israel,False,1,0,0.4,0.4
16515,1989-02-08,Malta,Denmark,0,2,Malta International Tournament,Attard,Malta,False,1,2,0.0,0.4
16516,1989-02-08,Northern Ireland,Spain,0,2,FIFA World Cup qualification,Belfast,Northern Ireland,False,1,2,0.2,0.6
16518,1989-02-10,Denmark,Finland,0,0,Malta International Tournament,Attard,Malta,True,0,0,0.4,0.0
16526,1989-02-12,Malta,Finland,0,0,Malta International Tournament,Attard,Malta,False,1,0,0.0,0.0
16529,1989-02-15,Portugal,Belgium,1,1,FIFA World Cup qualification,Lisbon,Portugal,False,1,0,0.6,0.8
16531,1989-02-21,Bulgaria,Russia,1,2,Friendly,Sofia,Bulgaria,False,1,2,0.2,0.2
16534,1989-02-22,Greece,Norway,4,2,Friendly,Athens,Greece,False,1,1,0.2,0.2
16535,1989-02-22,Italy,Denmark,1,0,Friendly,Pisa,Italy,False,1,1,0.8,0.4
16549,1989-03-08,Scotland,France,2,0,FIFA World Cup qualification,Glasgow,Scotland,False,1,1,0.4,0.4
16545,1989-03-08,Albania,England,0,2,FIFA World Cup qualification,Tirana,Albania,False,1,2,0.0,0.4
16548,1989-03-08,Hungary,Republic of Ireland,0,0,FIFA World Cup qualification,Budapest,Hungary,False,1,0,0.4,0.0
16566,1989-03-22,Bulgaria,Germany,1,2,Friendly,Sofia,Bulgaria,False,1,2,0.0,0.6
16568,1989-03-22,Netherlands,Russia,2,0,Friendly,Eindhoven,Netherlands,False,1,1,0.6,0.4
16570,1989-03-23,Spain,Malta,4,0,FIFA World Cup qualification,Seville,Spain,False,1,1,0.8,0.0
16571,1989-03-25,Austria,Italy,0,1,Friendly,Vienna,Austria,False,1,2,0.6,0.8
16579,1989-03-29,Greece,Turkey,0,1,Friendly,Athens,Greece,False,1,2,0.4,0.2
16581,1989-03-29,Romania,Italy,1,0,Friendly,Sibiu,Romania,False,1,1,0.8,1.0
16592,1989-04-04,Hungary,Switzerland,3,0,Friendly,Budapest,Hungary,False,1,1,0.4,0.2
16608,1989-04-12,Hungary,Malta,1,1,FIFA World Cup qualification,Budapest,Hungary,False,1,0,0.4,0.0
16609,1989-04-12,Poland,Romania,2,1,Friendly,Warsaw,Poland,False,1,1,0.4,1.0
16637,1989-04-26,England,Albania,5,0,FIFA World Cup qualification,London,England,False,1,1,0.6,0.0
16645,1989-04-26,Scotland,Cyprus,2,1,FIFA World Cup qualification,Glasgow,Scotland,False,1,1,0.6,0.0
16643,1989-04-26,Portugal,Switzerland,3,1,FIFA World Cup qualification,Lisbon,Portugal,False,1,1,0.6,0.2
16642,1989-04-26,Netherlands,Germany,1,1,FIFA World Cup qualification,Rotterdam,Netherlands,False,1,0,0.6,0.6
16641,1989-04-26,Malta,Northern Ireland,0,2,FIFA World Cup qualification,Attard,Malta,False,1,2,0.0,0.2
16635,1989-04-26,Bulgaria,Denmark,0,2,FIFA World Cup qualification,Sofia,Bulgaria,False,1,2,0.0,0.2
16639,1989-04-26,Republic of Ireland,Spain,1,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1,1,0.0,1.0
16638,1989-04-26,Greece,Romania,0,0,FIFA World Cup qualification,Athens,Greece,False,1,0,0.2,0.8
16646,1989-04-26,Wales,Sweden,0,2,Friendly,Wrexham,Wales,False,1,2,0.4,0.4
16640,1989-04-26,Italy,Hungary,4,0,Friendly,Taranto,Italy,False,1,1,0.8,0.2
16652,1989-05-02,Norway,Poland,0,3,Friendly,Oslo,Norway,False,1,2,0.2,0.6
16662,1989-05-07,Sweden,Poland,2,1,FIFA World Cup qualification,Solna,Sweden,False,1,1,0.4,0.8
16667,1989-05-10,Turkey,Russia,0,1,FIFA World Cup qualification,Istanbul,Turkey,False,1,2,0.4,0.4
16676,1989-05-17,Romania,Bulgaria,1,0,FIFA World Cup qualification,Bucharest,Romania,False,1,1,0.6,0.0
16675,1989-05-17,Denmark,Greece,7,1,FIFA World Cup qualification,Copenhagen,Denmark,False,1,1,0.4,0.2
16683,1989-05-21,Norway,Cyprus,3,1,FIFA World Cup qualification,Oslo,Norway,False,1,1,0.2,0.0
16705,1989-05-27,Scotland,England,0,2,Rous Cup,Glasgow,Scotland,False,1,2,0.8,0.8
16708,1989-05-28,Republic of Ireland,Malta,2,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1,1,0.2,0.0
16715,1989-05-31,Finland,Netherlands,0,1,FIFA World Cup qualification,Helsinki,Finland,False,1,2,0.0,0.4
16716,1989-05-31,Norway,Austria,4,1,Friendly,Oslo,Norway,False,1,1,0.4,0.4
16717,1989-05-31,Russia,Iceland,1,1,FIFA World Cup qualification,Moscow,Soviet Union,True,0,0,0.6,0.2
16719,1989-05-31,Wales,Germany,0,0,FIFA World Cup qualification,Cardiff,Wales,False,1,0,0.2,0.6
16721,1989-06-01,Luxembourg,Belgium,0,5,FIFA World Cup qualification,Lille,France,True,0,2,0.0,0.6
16728,1989-06-03,England,Poland,3,0,FIFA World Cup qualification,London,England,False,1,1,0.8,0.8
16735,1989-06-04,Republic of Ireland,Hungary,2,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1,1,0.4,0.2
16742,1989-06-07,Denmark,England,1,1,Friendly,Copenhagen,Denmark,False,1,0,0.6,1.0
16761,1989-06-14,Iceland,Austria,0,0,FIFA World Cup qualification,Reykjavík,Iceland,False,1,0,0.0,0.2
16760,1989-06-14,Denmark,Sweden,6,0,Friendly,Copenhagen,Denmark,False,1,1,0.4,0.6
16878,1989-08-16,Sweden,France,2,4,Friendly,Malmö,Sweden,False,1,2,0.6,0.2
16886,1989-08-23,Austria,Iceland,2,1,FIFA World Cup qualification,Salzburg,Austria,False,1,1,0.2,0.0
16887,1989-08-23,Belgium,Denmark,3,0,Friendly,Bruges,Belgium,False,1,1,0.6,0.6
16890,1989-08-23,Norway,Greece,0,0,Friendly,Oslo,Norway,False,1,0,0.6,0.2
16891,1989-08-23,Poland,Russia,1,1,Friendly,Lubin,Poland,False,1,0,0.6,0.6
16911,1989-08-31,Portugal,Romania,0,0,Friendly,Setúbal,Portugal,False,1,0,0.6,0.6
16919,1989-09-05,Norway,France,1,1,FIFA World Cup qualification,Oslo,Norway,False,1,0,0.4,0.4
16920,1989-09-05,Poland,Greece,3,0,Friendly,Warsaw,Poland,False,1,1,0.4,0.2
16928,1989-09-06,Sweden,England,0,0,FIFA World Cup qualification,Solna,Sweden,False,1,0,0.6,0.8
16927,1989-09-06,Northern Ireland,Hungary,1,2,FIFA World Cup qualification,Belfast,Northern Ireland,False,1,2,0.2,0.2
16926,1989-09-06,Netherlands,Denmark,2,2,Friendly,Amsterdam,Netherlands,False,1,0,0.6,0.6
16922,1989-09-06,Belgium,Portugal,3,0,FIFA World Cup qualification,Brussels,Belgium,False,1,1,0.6,0.6
16923,1989-09-06,Finland,Wales,1,0,FIFA World Cup qualification,Helsinki,Finland,False,1,1,0.0,0.0
16921,1989-09-06,Austria,Russia,0,0,FIFA World Cup qualification,Vienna,Austria,False,1,0,0.4,0.4
16925,1989-09-06,Republic of Ireland,Germany,1,1,Friendly,Dublin,Republic of Ireland,False,1,0,0.6,0.4
16936,1989-09-20,Iceland,Turkey,2,1,FIFA World Cup qualification,Reykjavík,Iceland,False,1,1,0.0,0.4
16937,1989-09-20,Italy,Bulgaria,4,0,Friendly,Cesena,Italy,False,1,1,0.8,0.0
16939,1989-09-20,Spain,Poland,1,0,Friendly,La Coruña,Spain,False,1,1,0.8,0.4
16940,1989-09-20,Switzerland,Portugal,1,2,FIFA World Cup qualification,Neuchâtel,Switzerland,False,1,2,0.2,0.4
16948,1989-10-04,Germany,Finland,6,1,FIFA World Cup qualification,Dortmund,Germany,False,1,1,0.2,0.2
16949,1989-10-04,Malta,Austria,1,2,Friendly,Attard,Malta,False,1,2,0.0,0.2
16955,1989-10-08,Sweden,Albania,3,1,FIFA World Cup qualification,Solna,Sweden,False,1,1,0.4,0.0
16964,1989-10-11,Switzerland,Belgium,2,2,FIFA World Cup qualification,Basel,Switzerland,False,1,0,0.2,0.8
16963,1989-10-11,Poland,England,0,0,FIFA World Cup qualification,Chorzów,Poland,False,1,0,0.2,0.6
16962,1989-10-11,Luxembourg,Portugal,0,3,FIFA World Cup qualification,Saarbrücken,Germany,True,0,2,0.0,0.4
16961,1989-10-11,Republic of Ireland,Northern Ireland,3,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,1,1,0.6,0.2
16956,1989-10-11,Bulgaria,Greece,4,0,FIFA World Cup qualification,Varna,Bulgaria,False,1,1,0.0,0.0
16959,1989-10-11,France,Scotland,3,0,FIFA World Cup qualification,Paris,France,False,1,1,0.2,0.6
16958,1989-10-11,Denmark,Romania,3,0,FIFA World Cup qualification,Copenhagen,Denmark,False,1,1,0.4,0.4
16957,1989-10-11,Cyprus,Malta,0,0,Friendly,Larnaca,Cyprus,False,1,0,0.0,0.0
16965,1989-10-11,Wales,Netherlands,1,2,FIFA World Cup qualification,Wrexham,Wales,False,1,2,0.0,0.6
16960,1989-10-11,Hungary,Spain,2,2,FIFA World Cup qualification,Budapest,Hungary,False,1,0,0.4,0.8
16995,1989-10-25,Turkey,Austria,3,0,FIFA World Cup qualification,Istanbul,Turkey,False,1,1,0.2,0.4
16992,1989-10-25,Poland,Sweden,0,2,FIFA World Cup qualification,Chorzów,Poland,False,1,2,0.2,0.4
16989,1989-10-25,Hungary,Greece,1,1,Friendly,Budapest,Hungary,False,1,0,0.2,0.0
16987,1989-10-25,Belgium,Luxembourg,1,1,FIFA World Cup qualification,Brussels,Belgium,False,1,0,0.6,0.0
17044,1989-11-15,Switzerland,Luxembourg,2,1,FIFA World Cup qualification,St. Gallen,Switzerland,False,1,1,0.0,0.0
17042,1989-11-15,Scotland,Norway,1,1,FIFA World Cup qualification,Glasgow,Scotland,False,1,0,0.6,0.4
17041,1989-11-15,Russia,Turkey,2,0,FIFA World Cup qualification,Simferopol,Soviet Union,True,0,1,0.2,0.4
17040,1989-11-15,Romania,Denmark,3,1,FIFA World Cup qualification,Bucharest,Romania,False,1,1,0.2,0.4
17038,1989-11-15,Netherlands,Finland,3,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,1,1,0.6,0.2
17043,1989-11-15,Spain,Hungary,4,0,FIFA World Cup qualification,Seville,Spain,False,1,1,0.6,0.2
17036,1989-11-15,Greece,Bulgaria,1,0,FIFA World Cup qualification,Athens,Greece,False,1,1,0.0,0.2
17035,1989-11-15,Germany,Wales,2,1,FIFA World Cup qualification,Cologne,Germany,False,1,1,0.4,0.0
17034,1989-11-15,England,Italy,0,0,Friendly,London,England,False,1,0,0.4,0.8
17032,1989-11-15,Albania,Poland,1,2,FIFA World Cup qualification,Tirana,Albania,False,1,2,0.0,0.2
17037,1989-11-15,Malta,Republic of Ireland,0,2,FIFA World Cup qualification,Attard,Malta,False,1,2,0.0,0.8
17046,1989-11-18,France,Cyprus,2,0,FIFA World Cup qualification,Toulouse,France,False,1,1,0.4,0.0
17073,1989-12-13,Spain,Switzerland,2,1,Friendly,Santa Cruz de Tenerife,Spain,False,1,1,0.6,0.2
17085,1990-01-17,Greece,Belgium,2,0,Friendly,Athens,Greece,False,1,1,0.2,0.6
17113,1990-02-07,Malta,Norway,1,1,Malta International Tournament,Attard,Malta,False,1,0,0.0,0.4
17127,1990-02-21,Belgium,Sweden,0,0,Friendly,Brussels,Belgium,False,1,0,0.4,0.4
