,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_advantage,match_outcome,home_team_recent_form,away_team_recent_form
0,1872-11-30,Scotland,England,0,0,Friendly,Glasgow,Scotland,False,1,0,0.0,0.0
1,1873-03-08,England,Scotland,4,2,Friendly,London,England,False,1,1,0.0,0.0
2,1874-03-07,Scotland,England,2,1,Friendly,Glasgow,Scotland,False,1,1,0.0,0.0
3,1875-03-06,England,Scotland,2,2,Friendly,London,England,False,1,0,0.0,0.0
4,1876-03-04,Scotland,England,3,0,Friendly,Glasgow,Scotland,False,1,1,0.0,0.0
5,1876-03-25,Scotland,Wales,4,0,Friendly,Glasgow,Scotland,False,1,1,0.4,0.0
6,1877-03-03,England,Scotland,1,3,Friendly,London,England,False,1,2,0.2,0.6
7,1877-03-05,Wales,Scotland,0,2,Friendly,Wrexham,Wales,False,1,2,0.0,0.8
8,1878-03-02,Scotland,England,7,2,Friendly,Glasgow,Scotland,False,1,1,0.8,0.2
9,1878-03-23,Scotland,Wales,9,0,Friendly,Glasgow,Scotland,False,1,1,1.0,0.0
10,1879-01-18,England,Wales,2,1,Friendly,London,England,False,1,1,0.0,0.0
11,1879-04-05,England,Scotland,5,4,Friendly,London,England,False,1,1,0.2,1.0
12,1879-04-07,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False,1,2,0.0,0.8
13,1880-03-13,Scotland,England,5,4,Friendly,Glasgow,Scotland,False,1,1,0.8,0.4
14,1880-03-15,Wales,England,2,3,Friendly,Wrexham,Wales,False,1,2,0.0,0.4
15,1880-03-27,Scotland,Wales,5,1,Friendly,Glasgow,Scotland,False,1,1,0.8,0.0
16,1881-02-26,England,Wales,0,1,Friendly,Blackburn,England,False,1,2,0.6,0.0
17,1881-03-12,England,Scotland,1,6,Friendly,London,England,False,1,2,0.6,0.8
18,1881-03-14,Wales,Scotland,1,5,Friendly,Wrexham,Wales,False,1,2,0.2,0.8
19,1882-02-18,Northern Ireland,England,0,13,Friendly,Belfast,Ireland,False,1,2,0.0,0.4
20,1882-02-25,Wales,Northern Ireland,7,1,Friendly,Wrexham,Wales,False,1,1,0.2,0.0
21,1882-03-11,Scotland,England,5,1,Friendly,Glasgow,Scotland,False,1,1,1.0,0.4
22,1882-03-13,Wales,England,5,3,Friendly,Wrexham,Wales,False,1,1,0.4,0.4
23,1882-03-25,Scotland,Wales,5,0,Friendly,Glasgow,Scotland,False,1,1,1.0,0.6
24,1883-02-03,England,Wales,5,0,Friendly,London,England,False,1,1,0.2,0.6
25,1883-02-24,England,Northern Ireland,7,0,Friendly,Liverpool,England,False,1,1,0.4,0.0
26,1883-03-10,England,Scotland,2,3,Friendly,Sheffield,England,False,1,2,0.6,1.0
27,1883-03-12,Wales,Scotland,0,3,Friendly,Wrexham,Wales,False,1,2,0.4,1.0
28,1883-03-17,Northern Ireland,Wales,1,1,Friendly,Belfast,Ireland,False,1,0,0.0,0.4
29,1884-01-26,Northern Ireland,Scotland,0,5,British Home Championship,Belfast,Ireland,False,1,2,0.0,1.0
30,1884-02-09,Wales,Northern Ireland,6,0,British Home Championship,Wrexham,Wales,False,1,1,0.2,0.0
31,1884-02-23,Northern Ireland,England,1,8,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.4
32,1884-03-15,Scotland,England,1,0,British Home Championship,Glasgow,Scotland,False,1,1,1.0,0.6
33,1884-03-17,Wales,England,0,4,British Home Championship,Wrexham,Wales,False,1,2,0.2,0.6
34,1884-03-29,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,False,1,1,1.0,0.2
35,1885-02-28,England,Northern Ireland,4,0,British Home Championship,Manchester,England,False,1,1,0.6,0.0
37,1885-03-14,Scotland,Northern Ireland,8,2,British Home Championship,Glasgow,Scotland,False,1,1,1.0,0.0
36,1885-03-14,England,Wales,1,1,British Home Championship,Blackburn,England,False,1,0,0.6,0.2
38,1885-03-21,England,Scotland,1,1,British Home Championship,London,England,False,1,0,0.6,1.0
39,1885-03-23,Wales,Scotland,1,8,British Home Championship,Wrexham,Wales,False,1,2,0.2,0.8
40,1885-04-11,Northern Ireland,Wales,2,8,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.2
42,1886-02-27,Wales,Northern Ireland,5,0,British Home Championship,Wrexham,Wales,False,1,1,0.2,0.0
43,1886-03-13,Northern Ireland,England,1,6,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.4
44,1886-03-20,Northern Ireland,Scotland,2,7,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.8
45,1886-03-27,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,1,0,0.8,0.6
46,1886-03-29,Wales,England,1,3,British Home Championship,Wrexham,Wales,False,1,2,0.4,0.4
47,1886-04-10,Scotland,Wales,4,1,British Home Championship,Glasgow,Scotland,False,1,1,0.6,0.4
49,1887-02-05,England,Northern Ireland,7,0,British Home Championship,Sheffield,England,False,1,1,0.4,0.0
50,1887-02-19,Scotland,Northern Ireland,4,1,British Home Championship,Glasgow,Scotland,False,1,1,0.6,0.0
51,1887-02-26,England,Wales,4,0,British Home Championship,London,England,False,1,1,0.6,0.4
52,1887-03-12,Northern Ireland,Wales,4,1,British Home Championship,Belfast,Ireland,False,1,1,0.0,0.4
53,1887-03-19,England,Scotland,2,3,British Home Championship,Blackburn,England,False,1,2,0.8,0.8
54,1887-03-21,Wales,Scotland,0,2,British Home Championship,Wrexham,Wales,False,1,2,0.2,0.8
55,1888-02-04,England,Wales,5,1,British Home Championship,Crewe,England,False,1,1,0.6,0.0
56,1888-03-03,Wales,Northern Ireland,11,0,British Home Championship,Wrexham,Wales,False,1,1,0.0,0.2
57,1888-03-10,Scotland,Wales,5,1,British Home Championship,Edinburgh,Scotland,False,1,1,0.8,0.2
58,1888-03-17,Scotland,England,0,5,British Home Championship,Glasgow,Scotland,False,1,2,1.0,0.8
59,1888-03-24,Northern Ireland,Scotland,2,10,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.8
60,1888-04-07,Northern Ireland,England,1,5,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.8
62,1889-02-23,England,Wales,4,1,British Home Championship,Stoke-on-Trent,England,False,1,1,0.8,0.2
63,1889-03-02,England,Northern Ireland,6,1,British Home Championship,Liverpool,England,False,1,1,0.8,0.2
64,1889-03-09,Scotland,Northern Ireland,7,0,British Home Championship,Glasgow,Scotland,False,1,1,0.8,0.2
65,1889-04-13,England,Scotland,2,3,British Home Championship,London,England,False,1,2,1.0,0.8
66,1889-04-15,Wales,Scotland,0,0,British Home Championship,Wrexham,Wales,False,1,0,0.2,0.8
67,1889-04-27,Northern Ireland,Wales,1,3,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.2
68,1890-02-08,Wales,Northern Ireland,5,2,British Home Championship,Shrewsbury,England,True,0,1,0.4,0.0
69,1890-03-15,Northern Ireland,England,1,9,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.8
70,1890-03-15,Wales,England,1,3,British Home Championship,Wrexham,Wales,False,1,2,0.4,0.8
71,1890-03-22,Scotland,Wales,5,0,British Home Championship,Paisley,Scotland,False,1,1,0.6,0.4
72,1890-03-29,Northern Ireland,Scotland,1,4,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.8
73,1890-04-05,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,1,0,0.8,0.8
74,1891-02-07,Northern Ireland,Wales,7,2,British Home Championship,Belfast,Ireland,False,1,1,0.0,0.4
75,1891-03-07,England,Wales,4,1,British Home Championship,Sunderland,England,False,1,1,0.6,0.4
76,1891-03-07,England,Northern Ireland,6,1,British Home Championship,Wolverhampton,England,False,1,1,0.6,0.2
77,1891-03-21,Wales,Scotland,3,4,British Home Championship,Wrexham,Wales,False,1,2,0.2,0.6
78,1891-03-28,Scotland,Northern Ireland,2,1,British Home Championship,Glasgow,Scotland,False,1,1,0.6,0.2
79,1891-04-04,England,Scotland,2,1,British Home Championship,Blackburn,England,False,1,1,0.8,0.8
80,1892-02-27,Wales,Northern Ireland,1,1,British Home Championship,Bangor,Wales,False,1,0,0.0,0.2
81,1892-03-05,Northern Ireland,England,0,2,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.8
82,1892-03-05,Wales,England,0,2,British Home Championship,Wrexham,Wales,False,1,2,0.0,0.8
83,1892-03-19,Northern Ireland,Scotland,2,3,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.6
84,1892-03-26,Scotland,Wales,6,1,British Home Championship,Edinburgh,Scotland,False,1,1,0.6,0.0
85,1892-04-02,Scotland,England,1,4,British Home Championship,Glasgow,Scotland,False,1,2,0.8,1.0
86,1893-02-25,England,Northern Ireland,6,1,British Home Championship,Birmingham,England,False,1,1,1.0,0.0
87,1893-03-13,England,Wales,6,0,British Home Championship,Stoke-on-Trent,England,False,1,1,1.0,0.0
88,1893-03-18,Wales,Scotland,0,8,British Home Championship,Wrexham,Wales,False,1,2,0.0,0.6
89,1893-03-25,Scotland,Northern Ireland,6,1,British Home Championship,Glasgow,Scotland,False,1,1,0.6,0.0
90,1893-04-01,England,Scotland,5,2,British Home Championship,Richmond,England,False,1,1,1.0,0.8
91,1894-02-24,Wales,Northern Ireland,4,1,British Home Championship,Swansea,Wales,False,1,1,0.0,0.0
92,1894-03-03,Northern Ireland,England,2,2,British Home Championship,Belfast,Ireland,False,1,0,0.0,1.0
93,1894-03-12,Wales,England,1,5,British Home Championship,Wrexham,Wales,False,1,2,0.2,0.8
94,1894-03-24,Scotland,Wales,5,2,British Home Championship,Kilmarnock,Scotland,False,1,1,0.6,0.2
95,1894-03-31,Northern Ireland,Scotland,1,2,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.6
96,1894-04-07,Scotland,England,2,2,British Home Championship,Glasgow,Scotland,False,1,0,0.8,0.8
97,1895-03-09,England,Northern Ireland,9,0,British Home Championship,Derby,England,False,1,1,0.6,0.0
98,1895-03-16,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False,1,0,0.0,0.2
99,1895-03-18,England,Wales,1,1,British Home Championship,London,England,False,1,0,0.6,0.2
100,1895-03-23,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False,1,0,0.2,0.6
101,1895-03-30,Scotland,Northern Ireland,3,1,British Home Championship,Glasgow,Scotland,False,1,1,0.4,0.0
102,1895-04-06,England,Scotland,3,0,British Home Championship,Liverpool,England,False,1,1,0.4,0.6
103,1896-02-29,Wales,Northern Ireland,6,1,British Home Championship,Wrexham,Wales,False,1,1,0.0,0.0
104,1896-03-07,Northern Ireland,England,0,2,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.6
105,1896-03-16,Wales,England,1,9,British Home Championship,Cardiff,Wales,False,1,2,0.2,0.6
106,1896-03-21,Scotland,Wales,4,0,British Home Championship,Dundee,Scotland,False,1,1,0.4,0.2
107,1896-03-28,Northern Ireland,Scotland,3,3,British Home Championship,Belfast,Ireland,False,1,0,0.0,0.4
108,1896-04-04,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,False,1,1,0.4,0.8
109,1897-02-20,England,Northern Ireland,6,0,British Home Championship,Nottingham,England,False,1,1,0.6,0.0
110,1897-03-06,Northern Ireland,Wales,4,3,British Home Championship,Belfast,Ireland,False,1,1,0.0,0.2
111,1897-03-20,Wales,Scotland,2,2,British Home Championship,Wrexham,Wales,False,1,0,0.2,0.6
112,1897-03-27,Scotland,Northern Ireland,5,1,British Home Championship,Glasgow,Scotland,False,1,1,0.4,0.2
113,1897-03-29,England,Wales,4,0,British Home Championship,Sheffield,England,False,1,1,0.8,0.2
114,1897-04-03,England,Scotland,1,2,British Home Championship,London,England,False,1,2,0.8,0.6
115,1898-02-19,Wales,Northern Ireland,0,1,British Home Championship,Llandudno,Wales,False,1,2,0.0,0.2
116,1898-03-05,Northern Ireland,England,2,3,British Home Championship,Belfast,Ireland,False,1,2,0.4,0.6
117,1898-03-19,Scotland,Wales,5,2,British Home Championship,Motherwell,Scotland,False,1,1,0.6,0.0
118,1898-03-26,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Ireland,False,1,2,0.4,0.8
119,1898-03-28,Wales,England,0,3,British Home Championship,Wrexham,Wales,False,1,2,0.0,0.6
120,1898-04-02,Scotland,England,1,3,British Home Championship,Glasgow,Scotland,False,1,2,0.8,0.8
121,1899-02-18,England,Northern Ireland,13,2,British Home Championship,Sunderland,England,False,1,1,0.8,0.4
122,1899-03-04,Northern Ireland,Wales,1,0,British Home Championship,Belfast,Ireland,False,1,1,0.2,0.0
123,1899-03-18,Wales,Scotland,0,6,British Home Championship,Wrexham,Wales,False,1,2,0.0,0.8
124,1899-03-20,England,Wales,4,0,British Home Championship,Bristol,England,False,1,1,0.8,0.0
125,1899-03-25,Scotland,Northern Ireland,9,1,British Home Championship,Glasgow,Scotland,False,1,1,0.8,0.4
126,1899-04-08,England,Scotland,2,1,British Home Championship,Birmingham,England,False,1,1,1.0,0.8
127,1900-02-03,Scotland,Wales,5,2,British Home Championship,Aberdeen,Scotland,False,1,1,0.6,0.0
128,1900-02-24,Wales,Northern Ireland,2,0,British Home Championship,Llandudno,Wales,False,1,1,0.0,0.2
129,1900-03-03,Northern Ireland,Scotland,0,3,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.6
130,1900-03-17,Northern Ireland,England,0,2,British Home Championship,Dublin,Ireland,False,1,2,0.2,1.0
131,1900-03-26,Wales,England,1,1,British Home Championship,Cardiff,Wales,False,1,0,0.2,1.0
132,1900-04-07,Scotland,England,4,1,British Home Championship,Glasgow,Scotland,False,1,1,0.8,0.8
133,1901-02-23,Scotland,Northern Ireland,11,0,British Home Championship,Glasgow,Scotland,False,1,1,0.8,0.2
134,1901-03-02,Wales,Scotland,1,1,British Home Championship,Wrexham,Wales,False,1,0,0.2,0.8
135,1901-03-09,England,Northern Ireland,3,0,British Home Championship,Southampton,England,False,1,1,0.6,0.0
136,1901-03-18,England,Wales,6,0,British Home Championship,Newcastle,England,False,1,1,0.6,0.2
137,1901-03-23,Northern Ireland,Wales,0,1,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.2
138,1901-03-30,England,Scotland,2,2,British Home Championship,London,England,False,1,0,0.6,0.8
139,1902-02-22,Wales,Northern Ireland,0,3,British Home Championship,Cardiff,Wales,False,1,2,0.4,0.0
140,1902-03-01,Northern Ireland,Scotland,1,5,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.6
141,1902-03-03,Wales,England,0,0,British Home Championship,Wrexham,Wales,False,1,0,0.2,0.4
142,1902-03-15,Scotland,Wales,5,1,British Home Championship,Greenock,Scotland,False,1,1,0.6,0.2
143,1902-03-22,Northern Ireland,England,0,1,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.4
144,1902-05-03,England,Scotland,2,2,British Home Championship,Birmingham,England,False,1,0,0.6,0.6
146,1902-10-12,Austria,Hungary,5,0,Friendly,Vienna,Austria,False,1,1,0.0,0.0
147,1903-02-14,England,Northern Ireland,4,0,British Home Championship,Wolverhampton,England,False,1,1,0.4,0.2
148,1903-03-02,England,Wales,2,1,British Home Championship,Portsmouth,England,False,1,1,0.4,0.2
149,1903-03-09,Wales,Scotland,0,1,British Home Championship,Cardiff,Wales,False,1,2,0.2,0.4
150,1903-03-21,Scotland,Northern Ireland,0,2,British Home Championship,Glasgow,Scotland,False,1,2,0.6,0.2
151,1903-03-28,Northern Ireland,Wales,2,0,British Home Championship,Belfast,Ireland,False,1,1,0.4,0.0
152,1903-04-04,England,Scotland,1,2,British Home Championship,Sheffield,England,False,1,2,0.6,0.6
154,1903-06-11,Hungary,Austria,3,2,Friendly,Budapest,Hungary,False,1,1,0.0,0.0
156,1903-10-11,Austria,Hungary,4,2,Friendly,Vienna,Austria,False,1,1,0.0,0.0
157,1904-02-29,Wales,England,2,2,British Home Championship,Wrexham,Wales,False,1,0,0.0,0.6
158,1904-03-12,Northern Ireland,England,1,3,British Home Championship,Belfast,Ireland,False,1,2,0.4,0.4
159,1904-03-12,Scotland,Wales,1,1,British Home Championship,Dundee,Scotland,False,1,0,0.6,0.0
160,1904-03-21,Wales,Northern Ireland,0,1,British Home Championship,Bangor,Wales,False,1,2,0.0,0.4
161,1904-03-26,Northern Ireland,Scotland,1,1,British Home Championship,Dublin,Ireland,False,1,0,0.6,0.4
162,1904-04-09,Scotland,England,0,1,British Home Championship,Glasgow,Scotland,False,1,2,0.4,0.6
163,1904-05-01,Belgium,France,3,3,Évence Coppée Trophy,Brussels,Belgium,False,1,0,0.0,0.0
164,1904-06-02,Hungary,Austria,3,0,Friendly,Budapest,Hungary,False,1,1,0.0,0.0
165,1904-10-09,Austria,Hungary,5,4,Friendly,Vienna,Austria,False,1,1,0.0,0.0
166,1905-02-12,France,Switzerland,1,0,Friendly,Paris,France,False,1,1,0.0,0.0
167,1905-02-25,England,Northern Ireland,1,1,British Home Championship,Middlesbrough,England,False,1,0,0.6,0.6
168,1905-03-06,Wales,Scotland,3,1,British Home Championship,Wrexham,Wales,False,1,1,0.0,0.2
169,1905-03-18,Scotland,Northern Ireland,4,0,British Home Championship,Glasgow,Scotland,False,1,1,0.2,0.4
170,1905-03-27,England,Wales,3,1,British Home Championship,Liverpool,England,False,1,1,0.4,0.2
171,1905-04-01,England,Scotland,1,0,British Home Championship,London,England,False,1,1,0.6,0.2
172,1905-04-08,Northern Ireland,Wales,2,2,British Home Championship,Belfast,Ireland,False,1,0,0.2,0.2
173,1905-04-09,Hungary,Austria,0,0,Friendly,Budapest,Hungary,False,1,0,0.4,0.6
176,1905-04-30,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,1,2,0.0,0.0
177,1905-05-07,Belgium,France,7,0,Friendly,Brussels,Belgium,False,1,1,0.0,0.0
178,1905-05-14,Netherlands,Belgium,4,0,Friendly,Rotterdam,Netherlands,False,1,1,0.0,0.0
180,1906-02-17,Northern Ireland,England,0,5,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.8
181,1906-03-03,Scotland,Wales,0,2,British Home Championship,Edinburgh,Scotland,False,1,2,0.2,0.2
182,1906-03-17,Northern Ireland,Scotland,0,1,British Home Championship,Dublin,Ireland,False,1,2,0.0,0.2
183,1906-03-19,Wales,England,0,1,British Home Championship,Cardiff,Wales,False,1,2,0.4,0.8
186,1906-04-02,Wales,Northern Ireland,4,4,British Home Championship,Wrexham,Wales,False,1,0,0.4,0.0
188,1906-04-07,Scotland,England,2,1,British Home Championship,Glasgow,Scotland,False,1,1,0.4,0.8
189,1906-04-22,France,Belgium,0,5,Friendly,Saint-Cloud,France,False,1,2,0.0,0.0
190,1906-04-29,Belgium,Netherlands,5,0,Friendly,Antwerp,Belgium,False,1,1,0.4,0.0
191,1906-05-13,Netherlands,Belgium,2,3,Friendly,Rotterdam,Netherlands,False,1,2,0.0,0.6
195,1906-11-04,Hungary,Austria,3,1,Friendly,Budapest,Hungary,False,1,1,0.4,0.4
196,1907-02-16,England,Northern Ireland,1,0,British Home Championship,Liverpool,England,False,1,1,0.8,0.0
197,1907-02-23,Northern Ireland,Wales,2,3,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.2
198,1907-03-04,Wales,Scotland,1,0,British Home Championship,Wrexham,Wales,False,1,1,0.4,0.6
199,1907-03-16,Scotland,Northern Ireland,3,0,British Home Championship,Glasgow,Scotland,False,1,1,0.4,0.0
200,1907-03-18,England,Wales,1,1,British Home Championship,London,England,False,1,0,0.8,0.6
203,1907-04-06,England,Scotland,1,1,British Home Championship,Newcastle,England,False,1,0,0.6,0.6
205,1907-04-14,Belgium,Netherlands,1,3,Friendly,Antwerp,Belgium,False,1,2,0.8,0.0
206,1907-04-21,Belgium,France,1,2,Friendly,Brussels,Belgium,False,1,2,0.6,0.0
207,1907-05-05,Austria,Hungary,3,1,Friendly,Vienna,Austria,False,1,1,0.4,0.4
208,1907-05-09,Netherlands,Belgium,1,2,Friendly,Haarlem,Netherlands,False,1,2,0.6,0.6
210,1907-11-03,Hungary,Austria,4,1,Friendly,Budapest,Hungary,False,1,1,0.4,0.4
211,1908-02-15,Northern Ireland,England,1,3,British Home Championship,Belfast,Ireland,False,1,2,0.0,0.4
212,1908-03-07,Scotland,Wales,2,1,British Home Championship,Dundee,Scotland,False,1,1,0.6,0.4
213,1908-03-08,Switzerland,France,1,2,Friendly,Geneva,Switzerland,False,1,2,0.0,0.4
214,1908-03-14,Northern Ireland,Scotland,0,5,British Home Championship,Dublin,Ireland,False,1,2,0.0,0.6
215,1908-03-16,Wales,England,1,7,British Home Championship,Wrexham,Wales,False,1,2,0.4,0.4
216,1908-03-29,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,1,2,0.6,0.4
218,1908-04-04,Scotland,England,1,1,British Home Championship,Glasgow,Scotland,False,1,0,0.6,0.6
220,1908-04-05,Switzerland,Germany,5,3,Friendly,Basel,Switzerland,False,1,1,0.0,0.0
222,1908-04-11,Wales,Northern Ireland,0,1,British Home Championship,Aberdare,Wales,False,1,2,0.4,0.0
223,1908-04-12,France,Belgium,1,2,Friendly,Colombes,France,False,1,2,0.6,0.4
224,1908-04-26,Netherlands,Belgium,3,1,Friendly,Rotterdam,Netherlands,False,1,1,0.4,0.4
225,1908-05-03,Austria,Hungary,4,0,Friendly,Vienna,Austria,False,1,1,0.4,0.4
226,1908-05-10,Netherlands,France,4,1,Friendly,Rotterdam,Netherlands,False,1,1,0.6,0.4
227,1908-06-06,Austria,England,1,6,Friendly,Vienna,Austria,False,1,2,0.4,0.4
228,1908-06-07,Austria,Germany,3,2,Friendly,Vienna,Austria,False,1,1,0.4,0.0
229,1908-06-08,Austria,England,1,11,Friendly,Vienna,Austria,False,1,2,0.6,0.6
230,1908-06-10,Hungary,England,0,7,Friendly,Budapest,Hungary,False,1,2,0.4,0.8
232,1908-07-12,Sweden,Norway,11,3,Friendly,Gothenburg,Sweden,False,1,1,0.0,0.0
236,1908-10-25,Netherlands,Sweden,5,3,Friendly,The Hague,Netherlands,False,1,1,0.8,0.0
237,1908-10-26,Belgium,Sweden,2,1,Friendly,Brussels,Belgium,False,1,1,0.4,0.0
238,1908-11-01,Hungary,Austria,5,3,Friendly,Budapest,Hungary,False,1,1,0.4,0.4
239,1909-02-13,England,Northern Ireland,4,0,British Home Championship,Bradford,England,False,1,1,0.8,0.2
240,1909-03-01,Wales,Scotland,3,2,British Home Championship,Wrexham,Wales,False,1,1,0.2,0.6
241,1909-03-15,England,Wales,2,0,British Home Championship,Nottingham,England,False,1,1,0.8,0.2
242,1909-03-15,Scotland,Northern Ireland,5,0,British Home Championship,Glasgow,Scotland,False,1,1,0.4,0.2
244,1909-03-20,Northern Ireland,Wales,2,3,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.2
245,1909-03-21,Belgium,Netherlands,1,4,Friendly,Antwerp,Belgium,False,1,2,0.6,0.8
247,1909-04-03,England,Scotland,2,0,British Home Championship,London,England,False,1,1,1.0,0.6
248,1909-04-04,Germany,Switzerland,1,0,Friendly,Karlsruhe,Germany,False,1,1,0.0,0.0
249,1909-04-04,Hungary,Germany,3,3,Friendly,Budapest,Hungary,False,1,0,0.4,0.0
250,1909-04-25,Netherlands,Belgium,4,1,Friendly,Rotterdam,Netherlands,False,1,1,1.0,0.4
251,1909-05-02,Austria,Hungary,3,4,Friendly,Vienna,Austria,False,1,2,0.4,0.4
252,1909-05-09,Belgium,France,5,2,Friendly,Brussels,Belgium,False,1,1,0.4,0.4
253,1909-05-29,Hungary,England,2,4,Friendly,Budapest,Hungary,False,1,2,0.4,1.0
254,1909-05-30,Hungary,Austria,1,1,Friendly,Budapest,Hungary,False,1,0,0.4,0.2
255,1909-05-31,Hungary,England,2,8,Friendly,Budapest,Hungary,False,1,2,0.4,1.0
256,1909-06-01,Austria,England,1,8,Friendly,Vienna,Austria,False,1,2,0.2,1.0
260,1909-11-07,Hungary,Austria,2,2,Friendly,Budapest,Hungary,False,1,0,0.2,0.0
261,1910-02-12,Northern Ireland,England,1,1,British Home Championship,Belfast,Ireland,False,1,0,0.2,1.0
262,1910-03-05,Scotland,Wales,1,0,British Home Championship,Kilmarnock,Scotland,False,1,1,0.4,0.4
263,1910-03-13,Belgium,Netherlands,3,2,Friendly,Antwerp,Belgium,False,1,1,0.4,1.0
264,1910-03-14,Wales,England,0,1,British Home Championship,Cardiff,Wales,False,1,2,0.4,0.8
265,1910-03-19,Northern Ireland,Scotland,1,0,British Home Championship,Belfast,Ireland,False,1,1,0.2,0.4
266,1910-04-02,Scotland,England,2,0,British Home Championship,Glasgow,Scotland,False,1,1,0.4,0.8
267,1910-04-03,France,Belgium,0,4,Friendly,Gentilly,France,False,1,2,0.4,0.6
268,1910-04-03,Switzerland,Germany,2,3,Friendly,Basel,Switzerland,False,1,2,0.0,0.0
270,1910-04-10,Netherlands,Belgium,7,0,Friendly,Haarlem,Netherlands,False,1,1,0.8,0.6
271,1910-04-11,Wales,Northern Ireland,4,1,British Home Championship,Wrexham,Wales,False,1,1,0.4,0.2
273,1910-04-24,Netherlands,Germany,4,2,Friendly,Arnhem,Netherlands,False,1,1,0.8,0.4
274,1910-05-01,Austria,Hungary,2,1,Friendly,Vienna,Austria,False,1,1,0.0,0.2
275,1910-05-15,Italy,France,6,2,Friendly,Milan,Italy,False,1,1,0.0,0.2
276,1910-05-16,Germany,Belgium,0,3,Friendly,Duisburg,Germany,False,1,2,0.4,0.6
277,1910-05-26,Hungary,Italy,6,1,Friendly,Budapest,Hungary,False,1,1,0.0,0.0
284,1910-09-11,Norway,Sweden,0,4,Friendly,Kristiania,Norway,False,1,2,0.0,0.0
285,1910-10-16,Germany,Netherlands,1,2,Friendly,Kleve,Germany,False,1,2,0.4,0.8
286,1910-11-06,Hungary,Austria,3,0,Friendly,Budapest,Hungary,False,1,1,0.2,0.2
289,1911-01-01,France,Hungary,0,3,Friendly,Maisons-Alfort,France,False,1,2,0.0,0.4
290,1911-01-06,Italy,Hungary,0,1,Friendly,Milan,Italy,False,1,2,0.0,0.6
291,1911-01-08,Switzerland,Hungary,2,0,Friendly,Zürich,Switzerland,False,1,1,0.2,0.8
292,1911-01-28,Northern Ireland,Wales,1,2,British Home Championship,Belfast,Ireland,False,1,2,0.2,0.4
293,1911-02-11,England,Northern Ireland,2,1,British Home Championship,Derby,England,False,1,1,0.6,0.2
294,1911-03-06,Wales,Scotland,2,2,British Home Championship,Cardiff,Wales,False,1,0,0.6,0.6
295,1911-03-13,England,Wales,3,0,British Home Championship,London,England,False,1,1,0.6,0.4
296,1911-03-18,Scotland,Northern Ireland,2,0,British Home Championship,Glasgow,Scotland,False,1,1,0.4,0.2
297,1911-03-19,Belgium,Netherlands,1,5,Friendly,Antwerp,Belgium,False,1,2,0.8,0.8
298,1911-03-26,Germany,Switzerland,6,2,Friendly,Stuttgart,Germany,False,1,1,0.4,0.4
299,1911-04-01,England,Scotland,1,1,British Home Championship,Liverpool,England,False,1,0,0.6,0.6
300,1911-04-02,Netherlands,Belgium,3,1,Friendly,Dordrecht,Netherlands,False,1,1,0.8,0.6
301,1911-04-09,France,Italy,2,2,Friendly,Saint-Ouen,France,False,1,0,0.0,0.0
303,1911-04-23,Belgium,Germany,2,1,Friendly,Liège,Belgium,False,1,1,0.4,0.4
304,1911-04-23,Switzerland,France,5,2,Friendly,Geneva,Switzerland,False,1,1,0.4,0.0
306,1911-04-30,Belgium,France,7,1,Friendly,Uccle,Belgium,False,1,1,0.4,0.0
307,1911-05-07,Austria,Hungary,3,1,Friendly,Vienna,Austria,False,1,1,0.2,0.8
308,1911-05-07,Italy,Switzerland,2,2,Friendly,Milan,Italy,False,1,0,0.0,0.4
309,1911-05-21,Switzerland,Italy,3,0,Friendly,La Chaux-de-Fonds,Switzerland,False,1,1,0.4,0.2
